ID - Ahrens,SHA stream code,Ahrens Sub-Area,0,River,Revised based on Region input 2013 - Runtiming,Stock assessment,Assessment details,Ron 2013 - productivity,Ron's comments 2013,Watershed Map Code - AHRENS,WSC from SHA,New WSC from SHA,WB_ID from SHA,Stream Order,MPM Comments 2013,Wild Stock Trend,Wild Stock Status,Classification 2005,Classification status 2013,Recent Escapements 1,Smolt Capacity 2,Anandromous Length (km),Bank Full Width (m),Bank Full Depth (m),Bank Full Discharge (m3/s),Mean River Gradient (%),Watershed Area (km2),Mean Watershed Elevation (m),Proportion Wetland,Proportion Alpine,Productivity,Productivity Type,Habitat Comments,Habitat Restoration To Date,Special Habitat Protection Requirements,Steelhead Objectives and Strategies,Notes,Angling Regulations,
209,137,South Coast,1,Wakeman River,Winter,,,,,900692800,900-6928-000-000-000-000-000-000-000-000-000-000,900-692800-00000-00000-0000-0000-000-000-000-000-000-000,272367,5,,,Extreme Conservation Concern,Wild,wild,,3446,23.88997,52.43685,1.96926,308.956,12,761.29,966.5319,0.00183,0.36989,,,,,,,,,
253,138,West Vancouver Island,1,Walbran River,Winter/Summer,,,,,930063200,930-0632-000-000-000-000-000-000-000-000-000-000,930-063200-00000-00000-0000-0000-000-000-000-000-000-000,316432,4,WR and SR,In Decline,Conservation Concern,Wild,wild,"75-150 WR, <50 SR",1991,14.55641,26.84214,1.35082,108.4318,14,131.62,482.1462,0.00084,0,Low 8.9 mg/l alk,Natural,The entire watershed is located within the Carmanah-Walbran Provincial Park with the lower reaches of the river being part of Pacifc Rim National Park.,,"None, the entire watershed is located within Provinvial and National Parks.",Recover wild stocks and maintain small catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
211,139,West Vancouver Island,1,Wanokana Creek,Winter,,,,,930884200,930-8842-000-000-000-000-000-000-000-000-000-000,930-884200-00000-00000-0000-0000-000-000-000-000-000-000,325279,3,Very small habitat base probably LE if ever viable,,Conservation Concern,Wild,wild,,1559,8.04505,21.27393,1.20048,78.12939,7,46.47,297,0.00134,0,,,,,,,,,
265,140,West Vancouver Island,1,Waukwass River,Winter,,,,,930871100,930-8711-000-000-000-000-000-000-000-000-000-000,930-871100-00000-00000-0000-0000-000-000-000-000-000-000,325076,5,,In Decline,Conservation Concern,Wild,wild,100-150 WR,1685,11.581,33.86537,1.52908,153.0011,9,141.4,346.1044,0.01483,0,Low,Natural,"Poor holding and rearing habitat, channels and sediment loads need to be stabalized.",Nothing to date.,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
213,,South Coast,1,Waump Creek,Winter,,,,,900948000,,,,4,,,Extreme Conservation Concern,Wild,wild,,1121,2.65207,24.15012,1.2794,93.24532,16,107.19,937.541,0,0.36738,,,,,,,,,
218,141,East Vancouver Island,1,White River,summer,,,,,92072530014700,920-7253-147-000-000-000-000-000-000-000-000-000,920-725300-14700-00000-0000-0000-000-000-000-000-000-000,309807,5,SR,,Extreme Conservation Concern,Wild,wild,,3636,42.3044,41.59108,1.71616,210.832,14,360.52,752.9952,0.0089,0.0834,,,,,,,,,
,142,,1,Wilfred Creek,,,,,,,920-5173-000-000-000-000-000-000-000-000-000-000,920-517300-00000-00000-0000-0000-000-000-000-000-000-000,307538,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,,1,Worthless Creek,,,,,,,930-0717-442-000-000-000-000-000-000-000-000-000,930-071700-44200-00000-0000-0000-000-000-000-000-000-000,316970,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,,1,Woss River,,,,,,,920-8259-555-000-000-000-000-000-000-000-000-000,920-825900-55500-00000-0000-0000-000-000-000-000-000-000,313023,,,,,,,,,,,,,,,,,,,,,,,,,,
254,145,West Vancouver Island,1,Zeballos River,Winter/Summer,,,,,930582200,930-5822-000-000-000-000-000-000-000-000-000-000,930-582200-00000-00000-0000-0000-000-000-000-000-000-000,322422,5,Most habitat is only assessible by SR,In Decline,Extreme Conservation Concern,Wild,wild,"100-150 SR, <25 WR",3090,10.22376,43.0821,1.7515,223.1155,15,192.95,686.947,0,0.09359,Low 7.4 mg/l alk,Natural,,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook, No fishing Nov1-April 30",
54,165,Lower Fraser River,2,Alouette River,Winter,yes,", EF data",,,10002670006000,100-0267-060-000-000-000-000-000-000-000-000-000,100-026700-06000-00000-0000-0000-000-000-000-000-000-000,262,5,,Recovering from Conservation Concern Zone in late 1990s,Extreme Conservation Concern,Augmented,augmented,200-500,3521,24.20182,36.17674,1.58584,169.3041,8,323.46,517.1661,0.004,0.01567,Moderate,Enriched,"Diversion to Stave reservoir - improved flow releases implemented by  BC Hydro now yield summer base flows of 20% of natural MAD - (Prior to 1995 were 5%MAD). August/September demand is 73% of natural summer 7-day mean flow. Urbanization along 22% of length with serious flood plain constriction. Agricultural activity along 47% of length. Wood waste impacts. Additional water quality concerns including ammonia, non-filterable residues, fecal coliforms, and high water temperatures. Biomass 220 g/unit.","BC Hydro WUP flow improvements and other in-stream work such as LWD placement
Community stream restoration activities","Agricultural and wood waste impacts need to be addressed.
Urbanization impacts need to be minimized including flood protection impacts.
Maintain adequate flow releases from BC Hydro diversion dam under Alouette River WUP.","Consider making the Alouette a steelhead index-stream. 
Maintain wild escapements in the Routine Management Zone plus existing augmentation levels capable of supporting 4,000 rod-days per year. 
Look for habitat recovery opportunities as a part of the developing plans and projects 
Implement community stream restoration activities and examine potential to recolonize areas upstream of the dam.  
Foster current efforts of the Alouette River Management Society (ARMS) towards an integrated and comprehensive watershed approach with all interested parties.","ARMS is an effective local watershed and enhancement group using BC Corrections hatchery facility. Need to review smolt data from BC Hydro rotary screw traps. Parr rearing limited in the lower river by few large woody debris and boulder reach extent, good parr habitat above the hatchery. If fish were introduced into streams above Alouette Lake, screening the diversion into Stave would be required. (Roseneau pers. comm.)","Marked steelhead retention – wild catch and release, time and area closures",
,166,,2,American River,,,,,,,100-1190-000-000-000-000-000-000-000-000-000-000,100-119000-00000-00000-0000-0000-000-000-000-000-000-000,2368,,,,,,,,,,,,,,,,,,,,,,,,,,
,167,,2,Ashlu Creek,,,,,,,900-0976-383-000-000-000-000-000-000-000-000-000,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,264838,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,,2,Bear River,,,,,,,900-4112-000-000-000-000-000-000-000-000-000-000,900-411200-00000-00000-0000-0000-000-000-000-000-000-000,268876,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,,2,Bertram Creek,,,,,,,900-0839-000-000-000-000-000-000-000-000-000-000,900-083900-00000-00000-0000-0000-000-000-000-000-000-000,264316,,,,,,,,,,,,,,,,,,,,,,,,,,
61,170,Lower Fraser River,2,Big Silver Creek (Harrison Lake),Winter,,,,,110599000,110-5990-000-000-000-000-000-000-000-000-000-000,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,22322,4,,"Unknown, likely declining",Extreme Conservation Concern,Augmented,augmented,<50,5649,8.30706,38.50242,1.64223,186.5596,7,494.7,1103.494,0,0.14222,Very low,Natural,"Biomass 80-g/unit limits potential.  Sediment problems, 24% pf watershed has been logged, low summer flows",Some work done under WRP and by F&O.,,"Monitor any fishing activity and wild stock levels  
Pursue opportunities for habitat restoration.","This is a much bigger system than ""Creek"" would indicate and supports an improving sockeye escapement. However SHQ shows very little reported steelhead angling.",Wild steelhead catch and release,
303,171,Lower Fraser River,2,Birkenhead River,Winter,,,,,119425100,119-4251-000-000-000-000-000-000-000-000-000-000,119-425100-00000-00000-0000-0000-000-000-000-000-000-000,23130,5,,,Extreme Conservation Concern,Wild,wild,,6173,28.09474,46.91338,1.84145,256.414,11,679.07,1426.451,0.00056,0.36137,,,,,,,,,
34,172,South Coast ,2,Brem River,Winter/Summer,,,,,900357900,900-3579-000-000-000-000-000-000-000-000-000-000,900-357900-00000-00000-0000-0000-000-000-000-000-000-000,267280,3,,In Decline,Extreme Conservation Concern,Wild,wild,,2871,14.29509,30.89671,1.45492,133.2673,12,246,1081.375,0,0.26731,Low,Natural,"Active logging. Channel instability, bank erosion, and sediment transport.",Considerable up slope stabilization as a part of WRP,"Requires environmentally sensitive logging practices with particular emphasis on road standards and cut blocks on steep slopes in headwater reaches.
Protect habitats to minimize future restoration requirements and costs.","Develop cost-effective system of monitoring steelhead stock abundance and timing plus habitat condition on a regular basis. 
Identify and prioritize recovery opportunities, initiate, complete, and evaluate results. 
Involve logging contractor (if available) in implementing a steelhead monitoring system. 
Check enrichment potential with water sampling.",Historically one of the better steelhead systems in the area however very high catches in 1970s could have led to the collapse in the 1980s. Restoration potential lessened by high access costs. Local logging contractors reported to be not operating in 2002. Has potential for guided heli-angling out of Campbell River and Powell River. Fishable length is quite high but access to upper waters for a visiting angler is difficult without a means of transportation.,Steelhead catch and release,
310,173,South Coast,2,Brittain River,Winter,,,,,900244600,900-2446-000-000-000-000-000-000-000-000-000-000,900-244600-00000-00000-0000-0000-000-000-000-000-000-000,266292,3,,,Extreme Conservation Concern,Wild,wild,,1803,4.77487,23.1076,1.25114,87.63566,14,122.23,883,0,0.15159,,,,,,,,,
,,South Coast,2,Brohm River ,Winter,,,,,900-097600-12900-03600-1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,174,Lower Fraser River,2,Brunette River (New Westminster),Winter,,,,,100020100,100-0201-000-000-000-000-000-000-000-000-000-000,100-020100-00000-00000-0000-0000-000-000-000-000-000-000,79,3,,Declined to Low levels,Extreme Conservation Concern,Augmented,augmented,,,9.41,16.52,1.06,55.56,3,79.37,74,0.01285,0,High,Enriched,"Heavily urbanized and industrialized, subject to fish kills, strong community interest in rehabilitation",,,"Establish current populations of steelhead, develop conservation objectives and design appropriate recovery measures for each system involving local community groups as much as practicable.",Considered not to be a stock,Total steelhead catch & release,
44,175,South Coast,2,Capilano River,Winter/Summer,,,,,900071100,900-0711-000-000-000-000-000-000-000-000-000-000,900-071100-00000-00000-0000-0000-000-000-000-000-000-000,264063,5,,In Decline or Fluctuating at a very low level,Extreme Conservation Concern,Augmented,augmented,<50/<50,2595,6.1386,29.70169,1.42461,125.6973,15,214.93,769.1865,0,0.03298,Low,Natural,Heavily Impacted by GVRD diversion and storage dam. Very low summer base flows. Lower reaches heavily urbanized and channelized. Dam east abutment project did not likely significantly impact the river below the dam during upgrade construction (over a year) but monitoring is continuing. Biomass 80g/unit,Side channel development underway.,"Special GVRD Initiative under development. *A request for proposals is currently being released to look at feasibilities of temperature augmentation (by blending water from different reservoir levels), providing a significantly higher summer base flow and improved ramping rates, upstream production and passage of smolts and adults around the dam.
Prevent gravel removal from the lower river.","Reduce steelhead by catch in in-river coho fisheries through consultation with affected parties and DFO.
Investigate potential of improved steelhead angling through a combination of hatchery production and potential headwater stocking* to support 2,600 rod-days per annum.","Smolt trapping for steelhead using RSTs has been successfully employed in the upper Capilano River above the lake if sufficient fry or adults were available it may be possible to reintroduce. Steelhead management is complicated by occurrence steelhead and coho in the river together. Regulation changes to protect summer steelhead would impact salmon angling opportunities even though coho are not easily caught in-river. Dialogue needed with Squamish Band fishers to reduce by catch. Results of current radio-tagging program need to be reviewed. Cold water temps impact fish culture for steelhead. Unnatural flow ramping is causing severe or harmful habitat alteration, disruption or destruction.","All steelhead catch & release, bait ban",
38,176,South Coast,2,Chapman Creek (near Sechelt),winter,,,,,900120400,900-1204-000-000-000-000-000-000-000-000-000-000,900-120400-00000-00000-0000-0000-000-000-000-000-000-000,265336,,,In Decline,Extreme Conservation Concern,Wild,wild,,2176,8.84291,16.1943,1.05193,54.13265,7,72.8,813,0,0.00673,Low,Natural,"Active logging. Channel instability, bank erosion, and sediment transport.",,"Logging practices need to put particular emphasis on road standards and cut blocks on steep slopes in headwater reaches.
Protect habitats to minimize future restoration requirements and costs.","Develop cost-effective system of monitoring steelhead stock abundance and timing plus habitat conditions on a regular basis in these systems. 
Identify and prioritize recovery opportunities, initiate, complete, and evaluate results. 
Involve local residents in developing steelhead-monitoring systems. 
Check enrichment potential with water sampling.
Determine whether Stawamus Creek near Squamish would be feasible as an index system to establish marine smolt survivals for the nearby Squamish watershed. A basic downstream assessment with Rotary screw traps is recommended.",Community water system and hatchery are located on system.  Restoration potential lessened by high access costs in remote systems except when local logging contractors are active on site.,Steelhead catch and release,
42,177,South Coast,2,Cheakamus River,Winter,yes,juvenile EF for recent years,,,90009760012900,900-0976-129-000-000-000-000-000-000-000-000-000,900-097600-12900-00000-0000-0000-000-000-000-000-000-000,264540,5,,Slowly Declining with Fluctuations,Extreme Conservation Concern,Wild,wild,200-500,9161,16.66527,62.94954,2.20788,424.4989,11,1032.38,1291.873,0.00016,0.18282,Medium,Natural,"High logging impacts, Significant BC Hydro Diversion to Squamish much higher in watershed than natural confluence, river over-widened with loss of riparian zone and habitat complexity, extensive dyking and flood plain loss due to development. Highly productive Brohm tributary may not be accessible by steelhead in some years.",Several Fisheries and Oceans side channels.,"Monitor fisheries results following implementation of the BC Hydro Water Use Plan that is expected to result in improved base flow conditions below the diversion. (Completed but not yet authorized by the Water Comptroller.)
Improve compliance with good forestry practices.
Avoid further encroachments on the flood plain.
The Cheakamus and its key Brohm tributary need special protection from potential habitat disturbance due to possible Whistler highway widening.","Restore and maintain stocks at or above 400 adults and provide minimal-impact angling opportunities for about  3,000 angler days per annum when and where possible.
Provide optimal fisheries flows below the BC Hydro diversion.","Brohm and Upper Cheakamus stocks hold together in Paradise valley area. Desirable to continue telemetry studies for at least one more year to firm up the relationship for predicting observer efficiency, which will enhance accuracy of less expensive routine steelhead monitoring programs. Some angling guide activity - heavy pressure in years of good steelhead returns. High fishable length- easy access from major population centers. Major Federal Tenderfoot Hatchery- no steelhead program.",Catch and Release of wild fish (bait ban) Introduced April 15 - June 30 closure in 2002 upstream of Sun Wolf  Br.,
60,178,Lower Fraser River,2,Chehalis River,Winter/Summer,,,,summer is introduced Coquihalla,110090200,110-0902-000-000-000-000-000-000-000-000-000-000,110-090200-00000-00000-0000-0000-000-000-000-000-000-000,22066,5,,Relatively Stable,Conservation Concern,Augmented,augmented,200-500,5480,28.58951,41.94651,1.7246,213.7263,9,401.36,813.5703,0,0.093,Low,Natural,"Sediment problems, 32% of watershed has been logged, laterally and vertically unstable system resulting in channel changes on its fan, low summer flows - subsurface flows during low periods in aggregated areas, limited accessible areabiomass 90 g/unit:, parr habitat limited by few large woody debris and boulder reach extent",,"Provide adequate habitat protection especially with respect to rate of cut in headwaters and logging in riparian zones and in land disturbance leading to sedimentation and flow regime changes in headwaters.
Provide full protection to sensitive areas in the flood plain.","Maintain status quo with respect to fishery and winter run hatchery stocking as long as wild stocks are at healthy levels, consider limiting rod days through regulation changes and scaling back or re-deploying augmentation elsewhere to reduce impacts on wild fish.
Maintain augmentation and resulting summer fishery based on introduced Coquihalla summer run fish (and Chinook) continuing to give priority to the needs of the Coquihalla system itself. (See Coquihalla Summary. Summer run could also be augmented by using hatchery and unmarked summer fish returning to the Chehalis.)
Undertake habitat restoration to improve pool habitats in addition to pools in canyon area.
Provide additional spawning gravel and off-channel rearing.  
Foster stewardship groups and local FN to assist in protection.","Major Federal Chehalis Hatchery and Weaver Creek spawning channel in watershed.  Many years ago, the Nature Trust acquired a significant parcel of land in the lower river for habitat protection.","Marked steelhead retention (HY daily quota) - wild catch and release, spring closure for smolt protection May 1 to May 31",
59,179,Lower Fraser River,2,Chilliwack (Vedder) River,Winter,yes,"considerable historic EF data, adult mark-recapture",,,10006570009700,100-0657-097-000-000-000-000-000-000-000-000-000,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,1555,5,,Stable,Conservation Concern,Augmented,augmented,>2000,10623,72.87344,48.29656,1.87364,269.0616,11,825.29,978.8074,0.00099,0.09093,High,Enriched,"Ideal summer base flows. Urbanization and flood control/riparian encroachment impacts in lower reaches below Vedder Crossing, gravel removal impacts, loss of SH habitat downstream of Slesse Creek (LWD removal and bank protection works for flood control), excessive channelization, turbidity and sediment input from naturally occurring clay slides, 29% of watershed has been logged. Biomass 318 g/unit","A Very extensive suite of more than 16 off-channel projects have been completed in the last eight years through cooperative efforts with WRP, DFO etc. They are mainly salmon orientated but with steelhead rearing and spawning benefits; gravel placement at outlet of Chilliwack Lake; approx. 60 LWD placements.",,"Maintain wild stocks in Routine Management Zone and manage for a fishery based on augmentation at approximately 40,000 rod-days per annum. 
Establish a river conservation authority to develop a management plan that would rehabilitate damaged habitats and provide an improved protection plan (particularly below Vedder Crossing) by reducing dyking encroachments, opening up channels in the floodplain, stopping vehicle impacts on riparian areas, purchasing key parcels and more creative management of gravel removal operations.
Implement a watching brief on wild stock levels through a comprehensive stock assessment program that would allow for regulatory adjustments if necessary.
If necessary, consider reducing augmentation or redirecting some stocking to other systems to protect wild stocks and spread effort.","This is one of the most complex rivers in the province from a habitat protection standpoint – many jurisdictions and competing land and water uses. Major federal hatchery provides comprehensive enhancement of coho, pink, chum, chinook, and steelhead.","Marked steelhead retention (HY daily quota of one fish) - wild catch and release, area closures.,  restricted to fly fishing in lower river (below Vedder Crossing) late in season while river above is closed.",
,254,,2,Clayburn Creek,,,,,,,100-0543-102-222-000-000-000-000-000-000-000-000,100-054300-00000-00000-0000-0000-000-000-000-000-000-000,1411,,,,,,,,,,,,,,,,,,,,,,,,,,
285,180,Lower Fraser River,2,Cogburn Creek,Winter,,,,,110535100,110-5351-000-000-000-000-000-000-000-000-000-000,110-535100-00000-00000-0000-0000-000-000-000-000-000-000,22256,4,,,Extreme Conservation Concern,Hatchery,wild,,2714,2.53368,25.40706,1.31301,100.2093,11,202.66,1069.106,0.00032,0.15563,,,,,,,,,
63,181,Lower Fraser River,2,Coquihalla River,Winter/Summer,yes,"adult snorkel surveys, historic juvenile EF data is extensive",,,100115400,100-1154-000-000-000-000-000-000-000-000-000-000,100-115400-00000-00000-0000-0000-000-000-000-000-000-000,2202,4,,Fluctuating with Some Recovery,Extreme Conservation Concern,Augmented,wild,<50/200-500,6203,35.78941,35.77939,1.57614,166.442,13,746.21,1174.913,0.00012,0.11238,Moderate,Natural,"Upper 22km summer run habitat; moderate productivity - biomass 220 g/unit. Major highway and pipeline corridor, urbanization in lower reaches below Coquihalla Canyon Park, lacks large wood and pools. Periodic sediment events beginning in 1985. Extensive floodplain development near the confluence with the Fraser River has destroyed habitat.","Mitigation works built to offset highway impacts - these have not been durable. 
LWD placements and restructured off-channel habitat on Karen Creek.","Minimize impacts from transportation corridor construction activities. 
Ensure sensitive logging practices are followed consistent with current standards and codes.
Evaluate past mitigation works designed to alleviate highway and pipeline corridor impacts - rebuild or modify as necessary and develop and implement an improved habitat protection and restoration plan for the watershed.
Reduce flood plain incursions and minimize damage from flood control activities.","Rebuild/maintain steelhead returns in the Routine Management Zone.
Upgrade existing stock assessment to cover both summer and winter runs effectively.  
Consider introducing angling directed at summer run fish subject to an appropriate regulatory framework and a pre-season estimate of abundance.  
Review whether augmentation is still required. 
Conduct Fraser River net fisheries as selectively as possible to reduce steelhead by catch",River commercial net fisheries have been significantly curtailed in recent years but First Nation net fisheries directed on early summer Chinook overlap Coquihalla Summer Steelhead run timing in Fraser River.,"River has been closed to summer steelhead angling since 1993; catch and release of wild fish from Nov 1 to April 31 for winter steelhead angling below lower railway tunnel, closed year-round further upstream in summer run spawning area",
52,182,Lower Fraser River,2,Coquitlam River,Winter,yes,"juvenile EF, redd counts",,,100024500,100-0245-000-000-000-000-000-000-000-000-000-000,100-024500-00000-00000-0000-0000-000-000-000-000-000-000,114,4,,Fluctuating,Extreme Conservation Concern,Wild,wild,200-300,3207,17.7711,33.09567,1.51,147.7559,12,269.57,663.0303,0,0.04295,Low-Moderate,Natural,"Existing productivity can be substantially improved with a combination of better base flows and sharply reduced sediment loadings from gravel operations as there is excellent habitat available.  Flow regime alteration from GVRD/Hydro project. Urbanization along 18% of length resulting in serious flood plain constriction. Agricultural activity along 23% of length. August/September demand is 73% of natural summer 7-day mean flow. Additional water quality concerns including ammonia, non-filterable residues, and fecal coliforms. Biomass 140g/unit.","Negotiated flow increases as part of the BC Hydro WUP to date 
LWD placements and side channel by WRP and F&O
Clay bank stabilization on Orr Creek and mainstem","Eliminate chronic sediment loads from gravel pits
Develop an improved flow regime through a WUP 
Reduce water quality impacts from urban areas and agriculture
Prevent gravel removal in the lower river.","Develop and implement a watershed recovery plan for steelhead and other salmon stocks and their habitats - possibly through the PSEF. 
Recover and manage wild steelhead stocks into the Routine Management Zone capable of supporting catch and release angling of about 1200 rod-days per annum. 
Undertake stock assessment surveys to produce annual escapement estimates.",Need to review BC Hydro juvenile data. There is a small community hatchery in watershed that does not have the potential to raise steelhead smolts according to a Ministry staff assessment.,"Wild steelhead catch and release, May 1 to June 30 closure for smolt protection",
,183,,2,Cypress Creek,,,,,,,900-0735-000-000-000-000-000-000-000-000-000-000,900-073500-00000-00000-0000-0000-000-000-000-000-000-000,264256,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,,2,Dakota Creek,,,,,,,900-1097-002-000-000-000-000-000-000-000-000-000,900-109700-00200-00000-0000-0000-000-000-000-000-000-000,265293,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,,2,Deboville Slough,,,,,,,100-0267-072-000-000-000-000-000-000-000-000-000,100-026700-07200-00000-0000-0000-000-000-000-000-000-000,416,,,,,,,,,,,,,,,,,,,,,,,,,,
328,185,South Coast,2,Deserted River,Winter,,,,,900220600,900-2206-000-000-000-000-000-000-000-000-000-000,900-220600-00000-00000-0000-0000-000-000-000-000-000-000,266189,3,,,Extreme Conservation Concern,Wild,wild,,2570,4.59559,24.69819,1.29411,96.25474,11,135.23,1102,0,0.1981,,,,,,,,,
,186,,2,Elaho River,Winter,,,,,900-097600-70400,900-0976-704-000-000-000-000-000-000-000-000-000,900-097600-70400-00000-0000-0000-000-000-000-000-000-000,265020,,,,,,,,,,,,,,,,,,,,,,,,,,
,187,,2,Emory Creek,,,,,,,100-1256-000-000-000-000-000-000-000-000-000-000,100-125600-00000-00000-0000-0000-000-000-000-000-000-000,2396,,,,,,,,,,,,,,,,,,,,,,,,,,
,189,,2,Furry Creek,,,,,,,900-0855-000-000-000-000-000-000-000-000-000-000,900-085500-00000-00000-0000-0000-000-000-000-000-000-000,264324,,,,,,,,,,,,,,,,,,,,,,,,,,
,252,,2,Gilford Slough,,,,,,,100-0536-358-000-000-000-000-000-000-000-000-000,100-053600-35800-00000-0000-0000-000-000-000-000-000-000,1407,,,,,,,,,,,,,,,,,,,,,,,,,,
,190,,2,Gray Creek,,,,,,,900-1684-000-000-000-000-000-000-000-000-000-000,900-168400-00000-00000-0000-0000-000-000-000-000-000-000,265462,,,,,,,,,,,,,,,,,,,,,,,,,,
,191,,2,Harrison River,,,,,,,110-0000-000-000-000-000-000-000-000-000-000-000,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,22041,,,,,,,,,,,,,,,,,,,,,,,,,,
,192,,2,Hastings Creek,,,,,,,900-0669-155-000-000-000-000-000-000-000-000-000,900-066900-15500-00000-0000-0000-000-000-000-000-000-000,264016,,,,,,,,,,,,,,,,,,,,,,,,,,
352,193,South Coast,2,Homathko River,Winter,,,,,900406900,900-4069-000-000-000-000-000-000-000-000-000-000,900-406900-00000-00000-0000-0000-000-000-000-000-000-000,267785,6,,,Extreme Conservation Concern,Wild,wild,,21337,59.88119,85.17788,2.69737,740.364,10,5771.24,1630.927,0.00291,0.26648,,,,,,,,,
,194,,2,Hornet Creek,,,,,,,110-5990-086-000-000-000-000-000-000-000-000-000,110-599000-08600-00000-0000-0000-000-000-000-000-000-000,22325,,,,,,,,,,,,,,,,,,,,,,,,,,
,195,,2,Hunter Creek,,,,,,,100-1064-000-000-000-000-000-000-000-000-000-000,100-106400-00000-00000-0000-0000-000-000-000-000-000-000,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
47,196,South Coast,2,Indian River (Indian Arm),Winter,,,,,900056000,900-0560-000-000-000-000-000-000-000-000-000-000,900-056000-00000-00000-0000-0000-000-000-000-000-000-000,263784,4,,Declined to Low Level,Extreme Conservation Concern,Wild,wild,,2771,13.03172,29.98806,1.4319,127.492,14,192.38,848.4276,0,0.1011,Low,Natural,"Long history of logging in watershed, inaccessible falls well upstream from mouth. Estimated stream width based on MAD is 19.2 metres. Summer base flows are excellent for parr rearing. Biomass 80g/unit.",DFO work towards pink enhancement should help steelhead productivity,,"Undertake a one-time biophysical inventory and stock assessment to upgrade existing information on steelhead stock status, capacity of the watershed to produce steelhead, recovery/improvement opportunities and watershed specific constraints to effective management
Establish a basic cost-effective regular monitoring system on stocks and habitat conditions for management.
Check enrichment potential especially in off years for pink salmon escapements.",High fishable length below obstruction is reasonably accessible by boat in sheltered waters close to Vancouver major urban area or by logging roads from Howe Sound.  Anecdotal reports indicate this system to have supported a small fishery on large steelhead several years ago.,Steelhead catch & release,
55,197,Lower Fraser River,2,Kanaka Creek,Winter,,,,,100037400,100-0374-000-000-000-000-000-000-000-000-000-000,100-037400-00000-00000-0000-0000-000-000-000-000-000-000,871,3,,Declined to a very low level,Extreme Conservation Concern,Augmented,wild,<50,1092,5.97539,14.56707,1.00093,47.15344,5,59.82,267.4263,0,0,Moderate,Enriched,"GVRD park. Urbanization along 34% of length - 900 septic systems. August/September demand is 21% of natural summer 7-day mean flow. Sedimentation concerns from active and abandoned gravel pits.  Additional water quality concerns including ammonia, heavy metals, low PH all exceed guidelines.  Biomass 140g/unit",Off-channel work sponsored by DFO at Kanaka facility,"Implement recommendations from the Kanaka Creek Recovery Plan (Sensitive Stream Designation)
Urbanization and water quality impacts need to be addressed;
Gravel pit impacts need to be addressed","Recover stocks sufficiently to allow for angling opportunities on other species and steelhead in stronger years. 
Consider angling regulation changes to better protect steelhead spawners.",Very large historical catches may have been passing stocks in the tidal influence zone. GVRD sponsored community hatchery on system.,"Wild steelhead catch and release, area and time closures",
397,198,South Coast,2,Klite River,Winter,,,,,90034930003300,900-3493-033-000-000-000-000-000-000-000-000-000,900-349300-03300-00000-0000-0000-000-000-000-000-000-000,267049,3,,,Extreme Conservation Concern,Wild,wild,,1794,6.86349,22.31456,1.22938,83.46827,15,130.4,1235,0,0.31311,,,,,,,,,
35,199,South Coast,2,Lang Creek (near Westview),winter,,,,,900278100,900-2781-000-000-000-000-000-000-000-000-000-000,900-278100-00000-00000-0000-0000-000-000-000-000-000-000,266530,3,,In Decline,Extreme Conservation Concern,Wild,wild,,2248,27.85569,23.31102,1.25668,88.71846,9,133.38,391,0,0,Low,Natural,"Active logging. Channel instability, bank erosion, and sediment transport. Reasonable summer base flow that covers riffles for insect production to sustain juvenile salmonids.biomass 130g/unit",,"Logging and development practices need to put particular emphasis on riparian zones, road construction and maintenance and cut blocks on steep slopes in headwater reaches.","Undertake a one-season comprehensive biophysical inventory and stock assessment to upgrade existing information on steelhead stock status, current capacity of the watershed to produce steelhead, recovery opportunities and watershed specific constraints to effective management
Check enrichment potential with water sampling 
Evaluate restoration potential. Could be good because of low access costs, community interest, and local logging contractors on site",,Steelhead catch and release,
,200,,2,Langdale Creek,,,,,,,900-1130-000-000-000-000-000-000-000-000-000-000,900-113000-00000-00000-0000-0000-000-000-000-000-000-000,265315,,,,,,,,,,,,,,,,,,,,,,,,,,
