CONTAINER_ID,RELEASE_ID,WBODY_ID,WBODY_TYPE,NEW_WATERSHED_CODE,WATERBODY_IDENTIFIER,GAZETTED_NAME,SPECIES_CODE,SPECIES_NAME,BROOD_YEAR,HATCHERY_CODE,HATCHERY_NAME,RELEASE_DATE,YEAR,MONTH,DAY,EGGS_IND,STRAIN_NAME,STRAIN_WBODY_ID,SOURCE_NAME,SOURCE_WBODY_ID,ORIGIN,LIFE_STAGE,LIFE_STAGE_CODE,MARK_DESCRIPTION,MARK_DESCRIPTION_CODE,RELEASED_QUANTITY,AVERAGE_WEIGHT,RELEASE_MECHANISM,RELEASE_MECHANISM_CODE,RELEASE_SITE_NAME,RELEASE_SITE_CODE,GENOTYPE_NAME,GENOTYPE_CODE,WATER_TEMPERATURE,PH_LEVEL,COMMENTS,WITNESSED_IND,AGENCY_NAME,AGENCY_CODE,WBODY_ALIASES,PRIMARY_REGION_CODE,PRIMARY_REGION_NAME
3224,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1980,KEO,Keogh River Hatchery,1.98E+13,1981,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag & Right Ventral,CWTRV,1233,79.5,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3225,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1979,KEO,Keogh River Hatchery,1.98E+13,1981,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Right Maxillary,RM,2991,103.3,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3226,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1980,KEO,Keogh River Hatchery,1.98E+13,1981,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag & Left Ventral,CWTLV,3636,64.9,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3227,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1980,KEO,Keogh River Hatchery,1.98E+13,1981,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,5460,61.2,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3228,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1980,KEO,Keogh River Hatchery,1.98E+13,1981,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,1365,60.8,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3229,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1980,KEO,Keogh River Hatchery,1.98E+13,1981,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose & Left Ventral,ALV,822,65.7,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3256,23447,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1989,QRH,QUATSE RIVER HATCHERY,1.99E+13,1990,5,4,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose & Left Maxillary,ALM,1986,50.4,TRUCK,T,O'CONNOR LAKE NETPENS,OP,Diploid,2N,0,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3252,23446,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1985,QRH,QUATSE RIVER HATCHERY,1.99E+13,1986,5,13,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,4656,68.3,UNKNOWN,U,MAIN - QRH,MAIN,Diploid,2N,0,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3250,23446,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1985,QRH,QUATSE RIVER HATCHERY,1.99E+13,1986,4,30,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,1390,86.3,UNKNOWN,U,MAIN - QRH,MAIN,Diploid,2N,0,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3255,23446,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1987,QRH,QUATSE RIVER HATCHERY,1.99E+13,1988,5,26,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose & Right Maxillary,ARM,2860,84.3,UNKNOWN,U,MAIN - QRH,MAIN,Diploid,2N,0,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3254,23446,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1987,QRH,QUATSE RIVER HATCHERY,1.99E+13,1988,5,7,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose & Left Maxillary,ALM,2593,76,UNKNOWN,U,MAIN - QRH,MAIN,Diploid,2N,0,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3251,23414,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1985,VIH,Vancouver Island Hatchery - old site,1.99E+13,1986,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,11392,78.1,UNKNOWN,U,O'CONNOR LAKE NETPENS,ONP,Diploid,2N,0,,,N,"FFSBC",F,,1,Vancouver Island & Knight Inlet
3253,23414,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1986,VIH,Vancouver Island Hatchery - old site,1.99E+13,1987,5,7,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,16858,82.7,UNKNOWN,U,O'CONNOR LAKE NETPENS,ONP,Diploid,2N,0,,,N,"FFSBC",F,,1,Vancouver Island & Knight Inlet
3271,23446,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,2003,QRH,QUATSE RIVER HATCHERY,2.00E+13,2004,5,26,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,11754,70,TRUCK,T,MAIN - QRH,MAIN,Living Gene Bank,LGB,14,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3269,23446,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,2002,QRH,QUATSE RIVER HATCHERY,2.00E+13,2003,5,28,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,3371,84.2,TRUCK,T,MAIN - QRH,MAIN,Living Gene Bank,LGB,12,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3238,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,19,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Left Ventral,LV,954,61.8,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3222,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1979,KEO,Keogh River Hatchery,1.98E+13,1980,5,21,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Left Maxillary,LM,3435,41.3,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3221,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1979,KEO,Keogh River Hatchery,1.98E+13,1980,5,10,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,11633,60.5,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3268,23446,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,2002,QRH,QUATSE RIVER HATCHERY,2.00E+13,2003,5,27,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,6166,74.1,TRUCK,T,MAIN - QRH,MAIN,Living Gene Bank,LGB,12,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3231,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,18,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Right Ventral,RV,884,66.7,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3232,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,18,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag & Left Ventral,CWTLV,5720,77.3,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3233,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,18,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag & Left Ventral,CWTLV,5235,58.5,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3234,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,18,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Left Ventral,LV,385,77.9,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3235,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,18,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Left Ventral,LV,1622,58,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3236,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,18,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag & Right Ventral,CWTRV,5433,61.5,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3237,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,18,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag & Left Ventral,CWTLV,4739,58,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3239,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,19,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag & Left Ventral,CWTLV,4289,67.1,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3230,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1981,KEO,Keogh River Hatchery,1.98E+13,1982,5,18,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Left Ventral,LV,1141,58.7,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3244,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1982,KEO,Keogh River Hatchery,1.98E+13,1983,5,15,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,4698,65.8,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3240,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1982,KEO,Keogh River Hatchery,1.98E+13,1983,5,10,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,6300,63.2,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3241,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1982,KEO,Keogh River Hatchery,1.98E+13,1983,5,10,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,4700,61.3,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3242,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1982,KEO,Keogh River Hatchery,1.98E+13,1983,5,10,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,4700,60.2,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3243,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1982,KEO,Keogh River Hatchery,1.98E+13,1983,5,10,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,4700,60.4,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3264,23447,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,2001,QRH,QUATSE RIVER HATCHERY,2.00E+13,2002,5,30,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,6318,85.6,TRUCK,T,O'CONNOR LAKE NETPENS,OP,Diploid,2N,8.5,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3263,23447,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,2001,QRH,QUATSE RIVER HATCHERY,2.00E+13,2002,5,29,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,5022,89.4,TRUCK,T,O'CONNOR LAKE NETPENS,OP,Diploid,2N,8.5,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3219,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1978,KEO,Keogh River Hatchery,1.98E+13,1978,1,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Fry,FR,No Mark,NONE,2000,,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3220,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1978,KEO,Keogh River Hatchery,1.98E+13,1979,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag,CWT,3100,50.3,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3246,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1983,KEO,Keogh River Hatchery,1.98E+13,1984,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose & Left Maxillary,ALM,7100,63.9,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3247,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1983,KEO,Keogh River Hatchery,1.98E+13,1984,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Right Maxillary,RM,10300,62.8,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3258,23447,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,2000,QRH,QUATSE RIVER HATCHERY,2.00E+13,2001,5,15,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose,AD,13690,98.7,TRUCK,T,O'CONNOR LAKE NETPENS,OP,Living Gene Bank,LGB,9.5,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3257,23446,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1989,QRH,QUATSE RIVER HATCHERY,1.99E+13,1990,5,24,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose & Right Maxillary,ARM,4019,50.5,TRUCK,T,MAIN - QRH,MAIN,Diploid,2N,0,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
3248,23489,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1983,KEO,Keogh River Hatchery,1.98E+13,1984,5,2,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Coded Wire Tag & Right Maxillary,CWTRM,6090,78.2,TRUCK,T,O'CONNOR LAKE NETPENS,OLP,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3249,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1983,KEO,Keogh River Hatchery,1.98E+13,1984,5,2,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Adipose & Left Maxillary,ALM,6700,87.9,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
3245,23488,314257,S,920-866900-00000-00000-0000-0000-000-000-000-000-000-000,00000NIMP,KEOGH RIVER,ST,Steelhead,1983,KEO,Keogh River Hatchery,1.98E+13,1984,5,1,N,KEOGH R,314257,KEOGH R,314257,Wild,Smolt,SM,Left Maxillary,LM,7319,72.3,TRUCK,T,MAIN - KEO,MAIN,Diploid,2N,0,,,N,"Province",P,,1,Vancouver Island & Knight Inlet
58019,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2008,KIT,Kitimat River Hatchery,2.01E+13,2009,5,28,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,16250,64.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
58018,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2008,KIT,Kitimat River Hatchery,2.01E+13,2009,5,27,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,3862,64.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
58021,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2008,KIT,Kitimat River Hatchery,2.01E+13,2009,6,1,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,17584,64.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
58020,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2008,KIT,Kitimat River Hatchery,2.01E+13,2009,5,29,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,20112,64.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
55865,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2007,KIT,Kitimat River Hatchery,2.01E+13,2008,5,26,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,13228,56.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
55866,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2007,KIT,Kitimat River Hatchery,2.01E+13,2008,5,26,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,8593,56.7,UNKNOWN,U,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
55867,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2007,KIT,Kitimat River Hatchery,2.01E+13,2008,5,26,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,6614,56.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
55864,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2007,KIT,Kitimat River Hatchery,2.01E+13,2008,5,23,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,6614,56.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
55863,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2007,KIT,Kitimat River Hatchery,2.01E+13,2008,5,22,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,13228,56.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
66260,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2012,KIT,Kitimat River Hatchery,2.01E+13,2014,5,15,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,14987,93.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
66259,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2012,KIT,Kitimat River Hatchery,2.01E+13,2014,5,14,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,17163,93.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
66258,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2012,KIT,Kitimat River Hatchery,2.01E+13,2014,5,13,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,4803,93.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
66257,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2012,KIT,Kitimat River Hatchery,2.01E+13,2014,5,12,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,3202,93.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
66256,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2012,KIT,Kitimat River Hatchery,2.01E+13,2014,5,7,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,4803,93.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
66255,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2012,KIT,Kitimat River Hatchery,2.01E+13,2014,5,6,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,4803,93.7,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
62495,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2010,KIT,Kitimat River Hatchery,2.01E+13,2012,5,9,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,10000,72,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
62496,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2010,KIT,Kitimat River Hatchery,2.01E+13,2012,5,10,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,10000,72,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
62497,24343,291006,S,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,00000KITR,KITIMAT RIVER,ST,Steelhead,2010,KIT,Kitimat River Hatchery,2.01E+13,2012,5,11,N,KITIMAT R,291006,KITIMAT R,291006,Wild,Smolt,SM,Adipose,AD,9375,72,TRUCK,T,MAIN - KIT,MAIN,Diploid,2N,,,,N,"Federal",D,UPPER KITIMAT RIVER,6,Skeena
