Region,Stream,Ecotype,Season,Responses,^Anglers,^Days,^Wild_Kept,^Wild_Rel,^Hatch_Kept,^Hatch_Rel,^Wild_Tot,^Hatch_Tot,^Kept_Tot,^Rel_Tot,^Catch_Tot,New WSC
2,THEODOSIA RIVER,W,2012/2013,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,THEODOSIA RIVER,W,2013/2014,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,THEODOSIA RIVER,W,2014/2015,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,THEODOSIA RIVER,W,2015/2016,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,THEODOSIA RIVER,W,2016/2017,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,THEODOSIA RIVER,W,2017/2018,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,THEODOSIA RIVER,W,2018/2019,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,THEODOSIA RIVER,W,2019/2020,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,THEODOSIA RIVER,W,2020/2021,0,0,0,0,0,0,0,0,0,0,0,0,900-309400-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1967/1968,UN,3,11,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1968/1969,UN,4,4,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1969/1970,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1970/1971,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1971/1972,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1972/1973,UN,3,3,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1973/1974,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1974/1975,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1975/1976,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1976/1977,UN,7,11,4,4,0,0,8,0,4,4,8,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1977/1978,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1978/1979,UN,10,197,4,0,0,0,4,0,4,0,4,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1979/1980,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1980/1981,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1981/1982,UN,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1982/1983,3,8,52,20,13,0,0,33,0,20,13,33,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1983/1984,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1984/1985,1,3,6,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1985/1986,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1986/1987,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1987/1988,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1988/1989,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1989/1990,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1990/1991,2,8,12,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1991/1992,1,4,8,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1992/1993,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1993/1994,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1994/1995,2,6,6,0,3,0,0,3,0,0,3,3,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1995/1996,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1996/1997,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1997/1998,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1998/1999,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,1999/2000,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2000/2001,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2001/2002,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2002/2003,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2003/2004,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2004/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2005/2006,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2006/2007,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2007/2008,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2008/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2009/2010,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2010/2011,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2011/2012,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2012/2013,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2013/2014,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2014/2015,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2015/2016,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2016/2017,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2017/2018,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2018/2019,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2019/2020,0,0,0,0,0,0,0,0,0,0,0,0,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TOBA RIVER,W,2020/2021,2,10,10,0,5,0,0,5,0,0,5,5,900-349300-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1967/1968,UN,30,56,3,0,0,0,3,0,3,0,3,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1968/1969,UN,28,79,97,0,0,0,97,0,97,0,97,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1969/1970,UN,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1970/1971,UN,8,20,12,0,0,0,12,0,12,0,12,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1971/1972,UN,26,40,15,1,0,0,16,0,15,1,16,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1972/1973,UN,7,7,3,0,0,0,3,0,3,0,3,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1973/1974,UN,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1974/1975,UN,3,3,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1975/1976,UN,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1976/1977,UN,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1977/1978,UN,3,3,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1978/1979,UN,3,3,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1979/1980,UN,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1980/1981,UN,3,3,0,6,0,0,6,0,0,6,6,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1981/1982,UN,6,6,0,2,0,0,2,0,0,2,2,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1982/1983,1,4,4,0,4,0,0,4,0,0,4,4,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1983/1984,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1984/1985,2,6,13,0,3,0,0,3,0,0,3,3,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1985/1986,1,3,3,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1986/1987,1,5,9,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1987/1988,1,4,8,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1988/1989,1,4,4,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1989/1990,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1990/1991,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1991/1992,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1992/1993,1,4,4,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1993/1994,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1994/1995,2,6,99,0,6,0,0,6,0,0,6,6,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1995/1996,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1996/1997,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1997/1998,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1998/1999,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,1999/2000,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2000/2001,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2001/2002,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2002/2003,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2003/2004,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2004/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2005/2006,1*,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2006/2007,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2007/2008,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2008/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2009/2010,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2010/2011,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2011/2012,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2012/2013,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2013/2014,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2014/2015,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2015/2016,1,5,5,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2016/2017,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2017/2018,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2018/2019,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2019/2020,0,0,0,0,0,0,0,0,0,0,0,0,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,TZOONIE RIVER,W,2020/2021,1,5,10,0,5,0,0,5,0,0,5,5,900-195000-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1967/1968,UN,7,7,3,0,0,0,3,0,3,0,3,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1968/1969,UN,42,81,59,0,0,0,59,0,59,0,59,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1969/1970,UN,17,41,21,0,0,0,21,0,21,0,21,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1970/1971,UN,12,24,1,3,0,0,4,0,1,3,4,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1971/1972,UN,4,4,1,3,0,0,4,0,1,3,4,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1972/1973,UN,16,55,19,0,0,0,19,0,19,0,19,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1973/1974,UN,19,38,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1974/1975,UN,21,35,14,0,0,0,14,0,14,0,14,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1975/1976,UN,17,17,13,0,0,0,13,0,13,0,13,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1976/1977,UN,40,97,15,33,0,0,48,0,15,33,48,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1977/1978,UN,31,82,10,6,0,0,16,0,10,6,16,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1978/1979,UN,10,17,4,7,0,0,11,0,4,7,11,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1979/1980,UN,18,35,0,19,0,0,19,0,0,19,19,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1980/1981,UN,21,55,1,0,0,0,1,0,1,0,1,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1981/1982,UN,6,3,2,0,0,0,2,0,2,0,2,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1982/1983,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1983/1984,2,8,8,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1984/1985,1,3,3,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1985/1986,1,3,35,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1986/1987,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1987/1988,2,8,32,0,4,0,12,4,12,0,16,16,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1988/1989,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1989/1990,1,4,4,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1990/1991,1,4,4,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1991/1992,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1992/1993,1,4,4,0,4,0,0,4,0,0,4,4,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1993/1994,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1994/1995,1,3,3,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1995/1996,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1996/1997,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1997/1998,1,4,4,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1998/1999,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,1999/2000,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2000/2001,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2001/2002,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2002/2003,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2003/2004,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2004/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2005/2006,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2006/2007,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2007/2008,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2008/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2009/2010,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2010/2011,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2011/2012,1,5,5,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2012/2013,1,6,6,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2013/2014,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2014/2015,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2015/2016,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2016/2017,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2017/2018,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2018/2019,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2019/2020,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,VANCOUVER RIVER,W,2020/2021,0,0,0,0,0,0,0,0,0,0,0,0,900-210100-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1967/1968,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1968/1969,UN,4,4,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1969/1970,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1970/1971,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1971/1972,UN,3,3,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1972/1973,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1973/1974,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1974/1975,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1975/1976,UN,8,26,4,0,0,0,4,0,4,0,4,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1976/1977,UN,3,7,3,0,0,0,3,0,3,0,3,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1977/1978,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1978/1979,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1979/1980,UN,6,9,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1980/1981,UN,3,3,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
2,WAHLEACH CREEK,W,1981/1982,UN,0,0,0,0,0,0,0,0,0,0,0,100-101800-00000-00000-0000-0000-000-000-000-000-000-000
